user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4
3939,stressed,I feel pressure from work and my mind won't slow down.,8,6.0,8,7,2,quick_exercises,-0.06,positive_affirmation,nature_break,mindfulness_exercise,deep_breathing
3940,angry,I feel tense and annoyed with everyone today.,9,4.7,1,5,9,suggestions,0.83,drink_tea,gratitude_list,digital_detox,short_walk
3941,burned_out,I can't focus anymore and everything feels tiring.,1,4.6,5,2,9,quick_exercises,-0.3,nature_break,drink_water,write_journal,digital_detox
3942,sad,I feel really low today and don't have motivation.,6,7.3,9,3,5,suggestions,-0.98,drink_water,watch_funny_video,write_journal,stretch_body
3943,overthinking,My brain won't switch off from constant thinking.,2,4.4,5,3,3,suggestions,-0.5,positive_affirmation,call_friend,mindfulness_exercise,deep_breathing
3944,anxious,I keep worrying about small things and can't focus.,10,7.7,10,6,7,quick_exercises,-0.62,nature_break,5_min_meditation,stretch_body,drink_water
3945,overthinking,I can't stop thinking about past mistakes.,5,6.1,3,2,5,quotes,0.12,write_journal,digital_detox,positive_affirmation,short_walk
3946,lonely,I feel like I don't have anyone to talk to today.,5,8.1,6,4,8,suggestions,-0.11,listen_music,short_walk,5_min_meditation,stretch_body
3947,burned_out,I can't focus anymore and everything feels tiring.,4,3.6,2,4,7,quotes,0.47,gratitude_list,nature_break,short_walk,drink_water
3948,anxious,I feel tense and uneasy for no clear reason.,6,5.0,2,6,1,guided_steps,-0.93,5_min_meditation,gratitude_list,call_friend,drink_tea
3949,overthinking,My brain won't switch off from constant thinking.,9,6.4,6,8,8,light_humor,-0.74,5_min_meditation,listen_music,short_walk,positive_affirmation
3950,overthinking,I can't stop thinking about past mistakes.,6,9.0,7,1,1,suggestions,-0.04,nature_break,mindfulness_exercise,short_walk,watch_funny_video
3951,stressed,I have too many things to finish today and I feel overwhelmed.,4,7.4,5,7,4,guided_steps,0.4,nature_break,write_journal,5_min_meditation,drink_water
3952,sad,Everything feels heavy and I just want to stay quiet.,8,3.3,8,5,3,quotes,0.22,stretch_body,drink_tea,mindfulness_exercise,drink_water
3953,anxious,I feel nervous about what might happen later today.,1,8.2,8,5,4,quick_exercises,-0.01,drink_water,listen_music,short_walk,positive_affirmation
3954,stressed,I feel pressure from work and my mind won't slow down.,10,7.9,6,9,6,quotes,0.58,call_friend,nature_break,deep_breathing,listen_music
3955,burned_out,I feel completely burned out from work and responsibilities.,10,4.5,7,1,2,guided_steps,-0.8,call_friend,listen_music,drink_tea,gratitude_list
3956,lonely,I feel isolated even when people are around.,1,3.2,6,8,4,quotes,-0.94,deep_breathing,stretch_body,drink_water,drink_tea
3957,burned_out,I can't focus anymore and everything feels tiring.,9,6.2,6,1,2,suggestions,-0.34,drink_tea,watch_funny_video,positive_affirmation,digital_detox
3958,overthinking,I keep analyzing everything too much.,8,6.2,9,8,5,quick_exercises,-0.72,5_min_meditation,mindfulness_exercise,listen_music,stretch_body
3959,burned_out,I feel exhausted and mentally drained.,2,6.5,1,8,7,guided_steps,0.7,gratitude_list,mindfulness_exercise,drink_tea,stretch_body
3960,burned_out,I have no energy left to deal with anything.,3,8.6,6,6,2,quotes,0.76,stretch_body,call_friend,digital_detox,5_min_meditation
3961,sad,I feel emotionally drained and down.,8,5.7,1,6,10,suggestions,-0.13,short_walk,nature_break,deep_breathing,call_friend
3962,lonely,I miss having meaningful conversations.,5,3.5,9,7,4,light_humor,0.4,drink_water,short_walk,mindfulness_exercise,write_journal
3963,stressed,I feel pressure from work and my mind won't slow down.,3,8.7,5,3,6,quotes,0.61,mindfulness_exercise,digital_detox,stretch_body,write_journal
3964,anxious,My heart is racing and I can't calm down.,8,8.1,6,1,6,suggestions,-0.66,nature_break,watch_funny_video,short_walk,drink_water
3965,sad,I can't seem to shake this sadness.,1,5.4,3,5,5,light_humor,0.34,gratitude_list,listen_music,deep_breathing,write_journal
3966,anxious,I keep worrying about small things and can't focus.,5,7.2,2,5,6,light_humor,0.33,drink_water,short_walk,stretch_body,digital_detox
3967,overthinking,My brain won't switch off from constant thinking.,4,8.0,1,2,7,guided_steps,0.83,drink_water,listen_music,5_min_meditation,write_journal
3968,angry,I'm really upset and it's hard to calm down.,4,7.6,6,1,6,guided_steps,0.1,5_min_meditation,mindfulness_exercise,write_journal,digital_detox
3969,anxious,I feel nervous about what might happen later today.,8,8.1,9,6,9,quick_exercises,-0.77,deep_breathing,write_journal,mindfulness_exercise,listen_music
3970,angry,I feel tense and annoyed with everyone today.,8,5.9,7,6,4,guided_steps,-0.46,write_journal,call_friend,stretch_body,watch_funny_video
3971,stressed,I keep thinking about everything I have to do and it's exhausting.,5,3.8,6,1,8,quick_exercises,-0.95,gratitude_list,positive_affirmation,digital_detox,mindfulness_exercise
3972,lonely,I feel like I don't have anyone to talk to today.,9,5.3,1,10,9,guided_steps,-0.91,drink_tea,write_journal,drink_water,deep_breathing
3973,stressed,I have too many things to finish today and I feel overwhelmed.,7,7.8,8,9,9,guided_steps,-0.18,short_walk,nature_break,stretch_body,digital_detox
3974,burned_out,I feel completely burned out from work and responsibilities.,5,6.2,7,1,4,suggestions,0.57,write_journal,listen_music,stretch_body,gratitude_list
3975,stressed,My deadlines are piling up and I can't relax.,4,3.4,6,9,3,suggestions,0.96,5_min_meditation,stretch_body,listen_music,positive_affirmation
3976,lonely,I feel isolated even when people are around.,4,6.5,1,3,3,light_humor,0.34,positive_affirmation,digital_detox,drink_water,deep_breathing
3977,lonely,I feel like I don't have anyone to talk to today.,1,6.3,4,4,7,quotes,0.45,stretch_body,5_min_meditation,call_friend,drink_water
3978,anxious,I keep worrying about small things and can't focus.,7,7.3,9,1,8,guided_steps,0.88,mindfulness_exercise,gratitude_list,nature_break,watch_funny_video
3979,sad,I feel really low today and don't have motivation.,10,8.5,5,7,9,quick_exercises,-0.3,5_min_meditation,drink_water,call_friend,digital_detox
3980,angry,I'm really upset and it's hard to calm down.,8,8.0,8,1,3,light_humor,0.37,nature_break,gratitude_list,call_friend,deep_breathing
3981,sad,I feel really low today and don't have motivation.,9,7.2,4,9,10,light_humor,-0.13,drink_water,write_journal,short_walk,drink_tea
3982,overthinking,I can't stop thinking about past mistakes.,3,8.5,4,7,6,suggestions,0.17,5_min_meditation,listen_music,watch_funny_video,deep_breathing
3983,sad,Everything feels heavy and I just want to stay quiet.,2,4.4,4,9,9,guided_steps,0.89,positive_affirmation,deep_breathing,call_friend,stretch_body
3984,angry,I can't stop thinking about something that made me angry.,5,7.8,5,4,10,suggestions,-0.36,positive_affirmation,stretch_body,call_friend,write_journal
3985,overthinking,My mind keeps replaying the same thoughts again and again.,5,5.8,7,3,5,light_humor,-0.45,positive_affirmation,deep_breathing,watch_funny_video,nature_break
3986,stressed,I feel pressure from work and my mind won't slow down.,5,5.0,9,6,7,guided_steps,0.84,write_journal,drink_tea,stretch_body,positive_affirmation
3987,anxious,My heart is racing and I can't calm down.,4,4.4,9,10,6,quotes,-0.14,short_walk,digital_detox,deep_breathing,write_journal
3988,angry,I feel tense and annoyed with everyone today.,1,4.3,1,1,5,quotes,-0.9,watch_funny_video,gratitude_list,digital_detox,positive_affirmation
3989,overthinking,My brain won't switch off from constant thinking.,10,8.4,5,3,9,quotes,-0.01,call_friend,positive_affirmation,listen_music,drink_tea
3990,anxious,I keep worrying about small things and can't focus.,2,3.1,4,1,2,quotes,0.8,listen_music,digital_detox,mindfulness_exercise,call_friend
3991,lonely,I wish someone understood how I feel.,4,6.0,6,4,6,guided_steps,0.7,deep_breathing,digital_detox,stretch_body,mindfulness_exercise
3992,sad,I can't seem to shake this sadness.,9,6.7,5,3,3,quotes,0.13,watch_funny_video,listen_music,drink_water,5_min_meditation
3993,overthinking,My mind keeps replaying the same thoughts again and again.,4,8.7,2,7,6,suggestions,0.26,mindfulness_exercise,digital_detox,deep_breathing,drink_tea
3994,lonely,I feel isolated even when people are around.,7,7.7,8,5,1,suggestions,0.52,nature_break,gratitude_list,positive_affirmation,write_journal
3995,overthinking,My mind keeps replaying the same thoughts again and again.,2,5.2,6,5,8,light_humor,-0.8,listen_music,short_walk,watch_funny_video,write_journal
3996,overthinking,I keep analyzing everything too much.,10,5.3,10,5,4,suggestions,-0.53,mindfulness_exercise,drink_water,stretch_body,write_journal
3997,angry,I'm really upset and it's hard to calm down.,6,6.7,8,10,5,light_humor,0.28,gratitude_list,write_journal,drink_water,call_friend
3998,angry,I feel frustrated and irritated about what happened.,2,5.7,6,4,3,quick_exercises,-0.39,positive_affirmation,digital_detox,short_walk,drink_water
3999,burned_out,I feel exhausted and mentally drained.,5,6.2,10,8,5,guided_steps,-0.24,stretch_body,call_friend,deep_breathing,mindfulness_exercise
4000,anxious,I feel nervous about what might happen later today.,3,7.7,1,6,4,guided_steps,0.68,listen_music,watch_funny_video,short_walk,stretch_body
4001,lonely,I miss having meaningful conversations.,1,6.4,9,6,8,guided_steps,0.0,digital_detox,positive_affirmation,mindfulness_exercise,short_walk
4002,angry,I feel frustrated and irritated about what happened.,1,8.1,10,10,4,light_humor,-0.54,5_min_meditation,watch_funny_video,write_journal,digital_detox
4003,anxious,I keep worrying about small things and can't focus.,8,4.6,2,9,3,light_humor,0.33,call_friend,listen_music,deep_breathing,short_walk
4004,angry,I feel frustrated and irritated about what happened.,6,3.4,7,6,5,light_humor,-0.89,positive_affirmation,gratitude_list,5_min_meditation,write_journal
4005,angry,I'm really upset and it's hard to calm down.,7,8.0,2,4,7,quick_exercises,-0.76,deep_breathing,digital_detox,listen_music,gratitude_list
4006,angry,I'm really upset and it's hard to calm down.,5,6.6,8,1,4,guided_steps,0.85,write_journal,mindfulness_exercise,digital_detox,call_friend
4007,angry,I'm really upset and it's hard to calm down.,5,7.1,8,2,10,suggestions,-0.72,positive_affirmation,mindfulness_exercise,digital_detox,watch_funny_video
4008,overthinking,My mind keeps replaying the same thoughts again and again.,10,4.8,4,1,7,light_humor,0.68,nature_break,watch_funny_video,write_journal,digital_detox
4009,burned_out,I feel exhausted and mentally drained.,8,6.7,8,4,8,suggestions,0.67,watch_funny_video,short_walk,mindfulness_exercise,listen_music
4010,burned_out,I have no energy left to deal with anything.,3,6.9,3,3,5,light_humor,0.77,5_min_meditation,mindfulness_exercise,short_walk,watch_funny_video
4011,stressed,I feel pressure from work and my mind won't slow down.,2,6.3,6,5,4,quick_exercises,0.24,write_journal,digital_detox,mindfulness_exercise,deep_breathing
4012,burned_out,I feel exhausted and mentally drained.,8,3.9,10,7,1,light_humor,0.73,watch_funny_video,drink_water,mindfulness_exercise,short_walk
4013,angry,I feel tense and annoyed with everyone today.,1,8.0,6,7,1,light_humor,0.99,listen_music,call_friend,watch_funny_video,mindfulness_exercise
4014,angry,I'm really upset and it's hard to calm down.,3,5.4,8,8,3,quotes,-0.17,write_journal,digital_detox,short_walk,drink_tea
4015,lonely,I wish someone understood how I feel.,5,5.6,8,5,3,suggestions,0.77,short_walk,drink_water,write_journal,watch_funny_video
4016,sad,I feel emotionally drained and down.,10,4.4,3,7,2,light_humor,-0.03,nature_break,mindfulness_exercise,gratitude_list,watch_funny_video
4017,sad,I feel emotionally drained and down.,1,3.5,3,9,9,guided_steps,-0.83,5_min_meditation,positive_affirmation,call_friend,digital_detox
4018,overthinking,My brain won't switch off from constant thinking.,7,3.1,7,8,10,light_humor,0.57,short_walk,positive_affirmation,deep_breathing,write_journal
4019,stressed,I keep thinking about everything I have to do and it's exhausting.,7,6.2,6,6,6,guided_steps,-0.71,listen_music,deep_breathing,digital_detox,5_min_meditation
4020,overthinking,I keep analyzing everything too much.,9,8.4,7,4,5,light_humor,-0.75,drink_tea,drink_water,short_walk,5_min_meditation
4021,lonely,I feel isolated even when people are around.,3,6.1,2,5,8,suggestions,-0.07,listen_music,gratitude_list,positive_affirmation,digital_detox
4022,angry,I feel frustrated and irritated about what happened.,1,4.6,10,4,10,suggestions,0.73,deep_breathing,nature_break,positive_affirmation,drink_tea
4023,angry,I feel tense and annoyed with everyone today.,4,8.4,3,7,8,light_humor,-0.47,write_journal,listen_music,drink_tea,gratitude_list
4024,sad,I feel really low today and don't have motivation.,4,3.9,7,4,2,suggestions,0.72,digital_detox,stretch_body,short_walk,listen_music
4025,lonely,I feel like I don't have anyone to talk to today.,7,6.1,4,1,7,quotes,-0.77,listen_music,short_walk,stretch_body,5_min_meditation
4026,overthinking,My brain won't switch off from constant thinking.,3,7.1,7,9,1,guided_steps,0.19,stretch_body,positive_affirmation,digital_detox,drink_tea
4027,overthinking,I keep analyzing everything too much.,9,7.9,1,6,1,light_humor,-0.58,watch_funny_video,call_friend,listen_music,gratitude_list
4028,overthinking,I keep analyzing everything too much.,1,7.3,10,3,1,guided_steps,0.24,5_min_meditation,gratitude_list,digital_detox,nature_break
4029,lonely,I feel like I don't have anyone to talk to today.,3,6.0,9,9,5,guided_steps,0.57,watch_funny_video,positive_affirmation,mindfulness_exercise,nature_break
4030,lonely,I feel isolated even when people are around.,1,6.2,9,9,5,light_humor,-0.4,drink_tea,mindfulness_exercise,gratitude_list,drink_water
4031,sad,I feel really low today and don't have motivation.,4,7.9,10,4,7,quick_exercises,0.65,drink_tea,write_journal,watch_funny_video,stretch_body
4032,sad,I feel emotionally drained and down.,6,8.5,8,8,2,guided_steps,0.37,listen_music,nature_break,positive_affirmation,5_min_meditation
4033,lonely,I miss having meaningful conversations.,3,8.0,5,6,3,suggestions,0.66,digital_detox,stretch_body,call_friend,gratitude_list
4034,stressed,I have too many things to finish today and I feel overwhelmed.,6,3.2,7,10,6,suggestions,0.7,short_walk,call_friend,drink_tea,deep_breathing
4035,anxious,I feel tense and uneasy for no clear reason.,2,8.7,1,2,2,quotes,0.95,mindfulness_exercise,drink_tea,listen_music,5_min_meditation
4036,overthinking,My brain won't switch off from constant thinking.,7,7.0,9,9,10,quick_exercises,0.34,5_min_meditation,stretch_body,positive_affirmation,nature_break
4037,overthinking,My brain won't switch off from constant thinking.,1,4.7,3,2,10,light_humor,-0.57,nature_break,deep_breathing,short_walk,drink_tea
4038,overthinking,My brain won't switch off from constant thinking.,10,8.1,8,3,3,quick_exercises,0.03,nature_break,stretch_body,deep_breathing,drink_tea
4039,sad,I feel emotionally drained and down.,7,8.7,5,4,10,light_humor,-0.06,short_walk,deep_breathing,call_friend,positive_affirmation
4040,sad,I feel really low today and don't have motivation.,6,4.6,1,9,2,quick_exercises,0.59,gratitude_list,5_min_meditation,positive_affirmation,stretch_body
4041,anxious,I feel tense and uneasy for no clear reason.,9,3.3,4,3,6,suggestions,-0.1,deep_breathing,drink_water,write_journal,gratitude_list
4042,sad,I feel really low today and don't have motivation.,9,5.2,9,8,4,suggestions,0.1,write_journal,deep_breathing,nature_break,digital_detox
4043,stressed,I have too many things to finish today and I feel overwhelmed.,9,6.0,6,7,4,light_humor,0.44,short_walk,gratitude_list,digital_detox,drink_tea
4044,angry,I feel tense and annoyed with everyone today.,7,5.3,2,2,8,light_humor,0.45,listen_music,digital_detox,deep_breathing,drink_water
4045,overthinking,My mind keeps replaying the same thoughts again and again.,4,6.2,3,4,6,guided_steps,0.86,short_walk,call_friend,stretch_body,listen_music
4046,burned_out,I can't focus anymore and everything feels tiring.,3,7.4,9,1,9,suggestions,-0.13,positive_affirmation,short_walk,gratitude_list,mindfulness_exercise
4047,burned_out,I feel exhausted and mentally drained.,10,5.6,6,7,7,light_humor,-0.71,short_walk,stretch_body,call_friend,deep_breathing
4048,overthinking,I can't stop thinking about past mistakes.,8,3.0,5,10,1,suggestions,0.51,drink_water,watch_funny_video,5_min_meditation,digital_detox
4049,sad,I feel emotionally drained and down.,6,8.4,3,5,3,guided_steps,-0.77,call_friend,positive_affirmation,short_walk,stretch_body
4050,overthinking,My mind keeps replaying the same thoughts again and again.,7,7.3,10,10,1,quotes,-0.85,short_walk,nature_break,5_min_meditation,digital_detox
4051,stressed,I have too many things to finish today and I feel overwhelmed.,10,6.5,3,8,9,quick_exercises,0.7,drink_tea,drink_water,stretch_body,nature_break
4052,angry,I'm really upset and it's hard to calm down.,8,5.1,7,9,7,suggestions,0.56,drink_tea,drink_water,short_walk,mindfulness_exercise
4053,sad,Everything feels heavy and I just want to stay quiet.,2,6.7,10,9,10,light_humor,-0.61,listen_music,mindfulness_exercise,drink_water,digital_detox
4054,sad,I feel emotionally drained and down.,5,6.1,6,4,7,guided_steps,-0.96,drink_tea,drink_water,5_min_meditation,listen_music
4055,anxious,I keep worrying about small things and can't focus.,4,6.2,7,2,7,suggestions,-0.24,write_journal,digital_detox,drink_water,positive_affirmation
4056,overthinking,I can't stop thinking about past mistakes.,5,7.7,10,5,2,quick_exercises,-0.82,stretch_body,nature_break,listen_music,positive_affirmation
4057,anxious,I feel tense and uneasy for no clear reason.,1,4.5,2,2,8,light_humor,0.05,5_min_meditation,call_friend,write_journal,drink_tea
4058,lonely,I feel isolated even when people are around.,5,5.4,7,3,6,quotes,-0.51,5_min_meditation,positive_affirmation,drink_tea,stretch_body
4059,overthinking,I can't stop thinking about past mistakes.,4,5.9,4,8,3,quotes,-0.4,nature_break,gratitude_list,deep_breathing,digital_detox
4060,lonely,I miss having meaningful conversations.,9,8.7,1,1,3,guided_steps,-0.89,gratitude_list,positive_affirmation,listen_music,call_friend
4061,anxious,My heart is racing and I can't calm down.,7,4.7,2,6,5,suggestions,0.73,mindfulness_exercise,stretch_body,deep_breathing,call_friend
4062,burned_out,I feel completely burned out from work and responsibilities.,4,8.6,7,3,9,quick_exercises,-0.97,drink_water,deep_breathing,positive_affirmation,short_walk
4063,lonely,I miss having meaningful conversations.,5,4.1,9,6,8,suggestions,0.47,gratitude_list,deep_breathing,drink_water,stretch_body
4064,burned_out,I can't focus anymore and everything feels tiring.,10,6.7,2,1,3,suggestions,-0.22,positive_affirmation,gratitude_list,nature_break,watch_funny_video
4065,overthinking,My mind keeps replaying the same thoughts again and again.,10,5.7,5,7,7,quotes,0.54,positive_affirmation,watch_funny_video,5_min_meditation,stretch_body
4066,sad,Everything feels heavy and I just want to stay quiet.,4,4.0,5,2,7,quick_exercises,-0.2,nature_break,positive_affirmation,write_journal,drink_water
4067,sad,Everything feels heavy and I just want to stay quiet.,5,3.9,8,9,2,guided_steps,0.75,watch_funny_video,call_friend,stretch_body,write_journal
4068,stressed,My deadlines are piling up and I can't relax.,8,7.8,9,6,1,quotes,-0.34,short_walk,deep_breathing,mindfulness_exercise,5_min_meditation
4069,overthinking,I keep analyzing everything too much.,9,6.4,3,10,3,quotes,-0.29,5_min_meditation,short_walk,stretch_body,gratitude_list
4070,lonely,I feel like I don't have anyone to talk to today.,3,6.7,8,8,6,suggestions,0.29,gratitude_list,positive_affirmation,nature_break,write_journal
4071,angry,I can't stop thinking about something that made me angry.,6,4.4,7,6,9,quick_exercises,0.82,5_min_meditation,drink_tea,drink_water,digital_detox
4072,stressed,My deadlines are piling up and I can't relax.,8,6.3,10,9,8,guided_steps,0.78,nature_break,short_walk,listen_music,write_journal
4073,stressed,My deadlines are piling up and I can't relax.,7,4.3,10,8,5,quotes,-0.5,deep_breathing,nature_break,stretch_body,gratitude_list
4074,angry,I'm really upset and it's hard to calm down.,9,7.8,9,9,2,light_humor,-0.61,nature_break,watch_funny_video,mindfulness_exercise,write_journal
4075,stressed,I feel pressure from work and my mind won't slow down.,9,6.6,1,5,1,suggestions,0.04,mindfulness_exercise,5_min_meditation,deep_breathing,short_walk
4076,sad,Everything feels heavy and I just want to stay quiet.,5,8.4,1,2,1,quick_exercises,0.34,watch_funny_video,mindfulness_exercise,write_journal,drink_tea
4077,overthinking,I can't stop thinking about past mistakes.,8,5.6,7,6,8,quotes,0.82,listen_music,write_journal,5_min_meditation,watch_funny_video
4078,lonely,I wish someone understood how I feel.,8,7.5,5,2,6,suggestions,-0.3,stretch_body,drink_water,drink_tea,deep_breathing
4079,stressed,My deadlines are piling up and I can't relax.,7,5.1,5,3,2,suggestions,-0.02,drink_water,mindfulness_exercise,watch_funny_video,5_min_meditation
4080,sad,I feel emotionally drained and down.,9,8.4,1,1,6,suggestions,0.07,watch_funny_video,call_friend,stretch_body,mindfulness_exercise
4081,anxious,My heart is racing and I can't calm down.,1,3.3,1,5,8,suggestions,-0.7,nature_break,positive_affirmation,watch_funny_video,drink_water
4082,burned_out,I feel completely burned out from work and responsibilities.,8,7.4,4,1,2,guided_steps,-0.27,digital_detox,write_journal,listen_music,mindfulness_exercise
4083,anxious,I feel tense and uneasy for no clear reason.,8,7.5,9,8,1,guided_steps,-0.76,drink_tea,call_friend,mindfulness_exercise,listen_music
4084,stressed,My deadlines are piling up and I can't relax.,5,6.8,2,1,7,light_humor,0.36,positive_affirmation,deep_breathing,mindfulness_exercise,call_friend
4085,sad,Everything feels heavy and I just want to stay quiet.,7,8.1,10,6,8,light_humor,-0.9,watch_funny_video,nature_break,drink_water,stretch_body
4086,sad,Everything feels heavy and I just want to stay quiet.,6,5.4,6,8,7,light_humor,-0.87,gratitude_list,watch_funny_video,positive_affirmation,short_walk
4087,overthinking,My brain won't switch off from constant thinking.,5,5.3,1,6,2,quick_exercises,-0.78,short_walk,stretch_body,positive_affirmation,call_friend
4088,lonely,I miss having meaningful conversations.,6,4.7,8,7,3,suggestions,0.4,write_journal,5_min_meditation,listen_music,stretch_body
4089,sad,I can't seem to shake this sadness.,10,5.3,9,8,8,quick_exercises,0.39,write_journal,nature_break,positive_affirmation,digital_detox
4090,anxious,I keep worrying about small things and can't focus.,3,7.3,2,3,1,quick_exercises,0.14,stretch_body,mindfulness_exercise,5_min_meditation,nature_break
4091,angry,I can't stop thinking about something that made me angry.,3,3.8,6,9,9,suggestions,0.34,positive_affirmation,write_journal,mindfulness_exercise,nature_break
4092,angry,I'm really upset and it's hard to calm down.,8,8.3,9,5,2,guided_steps,-0.24,write_journal,nature_break,drink_water,short_walk
4093,lonely,I wish someone understood how I feel.,8,6.7,8,1,4,quotes,0.41,deep_breathing,drink_tea,gratitude_list,positive_affirmation
4094,stressed,I have too many things to finish today and I feel overwhelmed.,10,3.7,2,10,4,quotes,-0.51,digital_detox,positive_affirmation,nature_break,watch_funny_video
4095,stressed,I keep thinking about everything I have to do and it's exhausting.,4,7.0,2,2,9,guided_steps,0.79,drink_water,nature_break,short_walk,listen_music
4096,overthinking,I can't stop thinking about past mistakes.,2,5.2,10,5,6,light_humor,0.33,drink_tea,short_walk,call_friend,stretch_body
4097,overthinking,My brain won't switch off from constant thinking.,7,5.6,5,2,8,suggestions,-0.39,gratitude_list,deep_breathing,short_walk,drink_tea
4098,lonely,I feel like I don't have anyone to talk to today.,6,3.7,7,3,4,quotes,0.7,short_walk,stretch_body,write_journal,watch_funny_video
4099,overthinking,My mind keeps replaying the same thoughts again and again.,9,3.2,10,10,5,light_humor,0.65,stretch_body,positive_affirmation,short_walk,listen_music
4100,burned_out,I feel exhausted and mentally drained.,10,5.4,3,3,7,light_humor,0.55,call_friend,write_journal,nature_break,deep_breathing
4101,sad,I feel emotionally drained and down.,8,4.3,3,3,7,light_humor,-0.52,call_friend,mindfulness_exercise,deep_breathing,nature_break
4102,burned_out,I have no energy left to deal with anything.,5,5.7,2,1,9,suggestions,-0.3,call_friend,drink_tea,mindfulness_exercise,write_journal
4103,sad,I feel really low today and don't have motivation.,5,8.7,9,3,2,light_humor,0.83,5_min_meditation,deep_breathing,listen_music,gratitude_list
4104,angry,I'm really upset and it's hard to calm down.,2,6.8,5,5,3,quick_exercises,-0.63,stretch_body,watch_funny_video,listen_music,write_journal
4105,overthinking,My brain won't switch off from constant thinking.,4,3.9,9,9,4,quick_exercises,-0.92,write_journal,positive_affirmation,5_min_meditation,short_walk
4106,sad,I feel emotionally drained and down.,6,5.0,6,2,6,light_humor,-0.44,stretch_body,listen_music,mindfulness_exercise,drink_tea
4107,stressed,My deadlines are piling up and I can't relax.,5,6.2,9,6,9,quotes,0.67,deep_breathing,stretch_body,digital_detox,short_walk
4108,sad,I feel emotionally drained and down.,5,8.7,8,4,6,quotes,0.69,gratitude_list,watch_funny_video,drink_water,short_walk
4109,anxious,I feel tense and uneasy for no clear reason.,8,4.2,3,3,9,light_humor,0.55,write_journal,drink_tea,drink_water,call_friend
4110,burned_out,I feel exhausted and mentally drained.,7,5.7,4,8,3,quick_exercises,0.01,listen_music,mindfulness_exercise,call_friend,stretch_body
4111,angry,I feel frustrated and irritated about what happened.,7,8.9,8,7,5,guided_steps,0.91,digital_detox,mindfulness_exercise,drink_tea,5_min_meditation
4112,stressed,My deadlines are piling up and I can't relax.,6,8.5,4,8,6,light_humor,-0.58,positive_affirmation,short_walk,call_friend,nature_break
4113,overthinking,My mind keeps replaying the same thoughts again and again.,3,4.3,4,10,3,quotes,0.38,5_min_meditation,deep_breathing,stretch_body,drink_water
4114,burned_out,I feel exhausted and mentally drained.,8,7.0,6,8,6,quotes,-0.23,short_walk,nature_break,call_friend,deep_breathing
4115,burned_out,I feel exhausted and mentally drained.,2,3.5,6,4,4,quick_exercises,0.61,short_walk,drink_water,deep_breathing,digital_detox
4116,lonely,I feel like I don't have anyone to talk to today.,8,6.9,5,3,6,guided_steps,-0.65,drink_tea,gratitude_list,digital_detox,stretch_body
4117,burned_out,I feel completely burned out from work and responsibilities.,4,6.1,7,2,1,quick_exercises,-0.55,drink_tea,call_friend,digital_detox,write_journal
4118,angry,I feel tense and annoyed with everyone today.,10,7.1,10,10,9,quotes,-0.24,gratitude_list,digital_detox,positive_affirmation,5_min_meditation
4119,burned_out,I feel completely burned out from work and responsibilities.,8,4.7,3,8,6,light_humor,0.38,nature_break,drink_water,deep_breathing,watch_funny_video
4120,overthinking,I keep analyzing everything too much.,8,6.9,4,1,5,quick_exercises,-0.24,5_min_meditation,drink_water,watch_funny_video,positive_affirmation
4121,overthinking,I can't stop thinking about past mistakes.,8,6.1,4,4,7,light_humor,0.61,drink_water,listen_music,nature_break,positive_affirmation
4122,lonely,I miss having meaningful conversations.,6,4.4,8,4,7,suggestions,-0.28,write_journal,nature_break,short_walk,digital_detox
4123,anxious,I feel tense and uneasy for no clear reason.,3,5.0,10,7,4,quick_exercises,0.84,write_journal,call_friend,positive_affirmation,short_walk
4124,sad,I can't seem to shake this sadness.,3,5.5,4,10,3,quotes,0.59,deep_breathing,write_journal,watch_funny_video,gratitude_list
4125,anxious,I keep worrying about small things and can't focus.,7,4.9,1,3,10,quick_exercises,-0.45,drink_tea,stretch_body,listen_music,drink_water
4126,overthinking,I keep analyzing everything too much.,4,4.5,7,2,8,suggestions,0.36,5_min_meditation,positive_affirmation,drink_tea,watch_funny_video
4127,burned_out,I feel completely burned out from work and responsibilities.,6,8.3,5,5,5,light_humor,0.82,5_min_meditation,stretch_body,listen_music,nature_break
4128,stressed,I feel pressure from work and my mind won't slow down.,4,5.4,7,4,6,guided_steps,-0.48,nature_break,watch_funny_video,mindfulness_exercise,deep_breathing
4129,overthinking,My brain won't switch off from constant thinking.,7,6.1,9,1,5,quotes,0.61,short_walk,drink_water,listen_music,watch_funny_video
4130,angry,I feel tense and annoyed with everyone today.,3,4.4,8,6,3,quick_exercises,-0.14,drink_water,nature_break,deep_breathing,call_friend
4131,burned_out,I feel exhausted and mentally drained.,4,7.4,8,10,6,light_humor,-0.28,mindfulness_exercise,watch_funny_video,nature_break,call_friend
4132,burned_out,I feel exhausted and mentally drained.,9,7.0,6,4,1,light_humor,-0.29,positive_affirmation,5_min_meditation,short_walk,stretch_body
4133,stressed,I feel pressure from work and my mind won't slow down.,2,5.0,7,8,7,light_humor,0.1,gratitude_list,write_journal,drink_tea,drink_water
4134,overthinking,My mind keeps replaying the same thoughts again and again.,2,5.4,9,9,3,quick_exercises,0.72,short_walk,deep_breathing,digital_detox,mindfulness_exercise
