user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4,ai_reply
4113,overthinking,My mind keeps replaying the same thoughts again and again.,3,4.3,4,10,3,quotes,0.38,5_min_meditation,deep_breathing,stretch_body,drink_water,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
4114,burned_out,I feel exhausted and mentally drained.,8,7.0,6,8,6,quotes,-0.23,short_walk,nature_break,call_friend,deep_breathing,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4115,burned_out,I feel exhausted and mentally drained.,2,3.5,6,4,4,quick_exercises,0.61,short_walk,drink_water,deep_breathing,digital_detox,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4116,lonely,I feel like I don't have anyone to talk to today.,8,6.9,5,3,6,guided_steps,-0.65,drink_tea,gratitude_list,digital_detox,stretch_body,"Loneliness can ache so deeply. I hear your longing for connection. Let's gently bridge that gap with some loving, intentional activities today."
4117,burned_out,I feel completely burned out from work and responsibilities.,4,6.1,7,2,1,quick_exercises,-0.55,drink_tea,call_friend,digital_detox,write_journal,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4118,angry,I feel tense and annoyed with everyone today.,10,7.1,10,10,9,quotes,-0.24,gratitude_list,digital_detox,positive_affirmation,5_min_meditation,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4119,burned_out,I feel completely burned out from work and responsibilities.,8,4.7,3,8,6,light_humor,0.38,nature_break,drink_water,deep_breathing,watch_funny_video,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4120,overthinking,I keep analyzing everything too much.,8,6.9,4,1,5,quick_exercises,-0.24,5_min_meditation,drink_water,watch_funny_video,positive_affirmation,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
4121,overthinking,I can't stop thinking about past mistakes.,8,6.1,4,4,7,light_humor,0.61,drink_water,listen_music,nature_break,positive_affirmation,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
4122,lonely,I miss having meaningful conversations.,6,4.4,8,4,7,suggestions,-0.28,write_journal,nature_break,short_walk,digital_detox,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4123,anxious,I feel tense and uneasy for no clear reason.,3,5.0,10,7,4,quick_exercises,0.84,write_journal,call_friend,positive_affirmation,short_walk,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4124,sad,I can't seem to shake this sadness.,3,5.5,4,10,3,quotes,0.59,deep_breathing,write_journal,watch_funny_video,gratitude_list,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4125,anxious,I keep worrying about small things and can't focus.,7,4.9,1,3,10,quick_exercises,-0.45,drink_tea,stretch_body,listen_music,drink_water,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4126,overthinking,I keep analyzing everything too much.,4,4.5,7,2,8,suggestions,0.36,5_min_meditation,positive_affirmation,drink_tea,watch_funny_video,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4127,burned_out,I feel completely burned out from work and responsibilities.,6,8.3,5,5,5,light_humor,0.82,5_min_meditation,stretch_body,listen_music,nature_break,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
4128,stressed,I feel pressure from work and my mind won't slow down.,4,5.4,7,4,6,guided_steps,-0.48,nature_break,watch_funny_video,mindfulness_exercise,deep_breathing,"Your mind is racing, and that's exhausting. You deserve a moment of pure calm. Try these simple tasks to loosen the tension you're holding."
4129,overthinking,My brain won't switch off from constant thinking.,7,6.1,9,1,5,quotes,0.61,short_walk,drink_water,listen_music,watch_funny_video,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
4130,angry,I feel tense and annoyed with everyone today.,3,4.4,8,6,3,quick_exercises,-0.14,drink_water,nature_break,deep_breathing,call_friend,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4131,burned_out,I feel exhausted and mentally drained.,4,7.4,8,10,6,light_humor,-0.28,mindfulness_exercise,watch_funny_video,nature_break,call_friend,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
4132,burned_out,I feel exhausted and mentally drained.,9,7.0,6,4,1,light_humor,-0.29,positive_affirmation,5_min_meditation,short_walk,stretch_body,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4133,stressed,I feel pressure from work and my mind won't slow down.,2,5.0,7,8,7,light_humor,0.1,gratitude_list,write_journal,drink_tea,drink_water,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4134,overthinking,My mind keeps replaying the same thoughts again and again.,2,5.4,9,9,3,quick_exercises,0.72,short_walk,deep_breathing,digital_detox,mindfulness_exercise,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
4135,anxious,I feel tense and uneasy for no clear reason.,8,5.9,8,4,7,suggestions,-0.89,write_journal,short_walk,call_friend,drink_tea,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4136,burned_out,I can't focus anymore and everything feels tiring.,3,8.0,10,1,2,quick_exercises,0.7,write_journal,deep_breathing,nature_break,positive_affirmation,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4137,angry,I feel tense and annoyed with everyone today.,6,6.1,5,7,5,light_humor,0.91,drink_tea,drink_water,mindfulness_exercise,nature_break,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4138,lonely,I wish someone understood how I feel.,5,6.4,5,1,2,guided_steps,-0.65,drink_water,short_walk,listen_music,digital_detox,"Loneliness can ache so deeply. I hear your longing for connection. Let's gently bridge that gap with some loving, intentional activities today."
4139,stressed,My deadlines are piling up and I can't relax.,5,3.4,6,4,6,suggestions,0.77,drink_tea,deep_breathing,stretch_body,mindfulness_exercise,"Your mind is racing, and that's exhausting. You deserve a moment of pure calm. Try these simple tasks to loosen the tension you're holding."
4140,angry,I'm really upset and it's hard to calm down.,4,3.9,8,9,4,light_humor,-0.31,watch_funny_video,call_friend,digital_detox,nature_break,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4141,sad,I can't seem to shake this sadness.,4,6.8,9,5,10,guided_steps,0.57,gratitude_list,write_journal,mindfulness_exercise,call_friend,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
4142,stressed,I feel pressure from work and my mind won't slow down.,3,5.2,9,8,8,quick_exercises,0.24,stretch_body,drink_tea,call_friend,watch_funny_video,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4143,lonely,I miss having meaningful conversations.,1,8.4,7,7,8,suggestions,-0.87,gratitude_list,mindfulness_exercise,5_min_meditation,digital_detox,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4144,burned_out,I can't focus anymore and everything feels tiring.,1,5.8,7,5,6,guided_steps,0.65,digital_detox,listen_music,positive_affirmation,write_journal,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4145,overthinking,I keep analyzing everything too much.,2,7.7,5,5,9,quotes,-0.86,mindfulness_exercise,watch_funny_video,write_journal,digital_detox,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
4146,stressed,I feel pressure from work and my mind won't slow down.,3,7.9,8,2,7,quotes,-0.96,call_friend,digital_detox,5_min_meditation,drink_water,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4147,angry,I feel tense and annoyed with everyone today.,10,3.9,4,2,6,quotes,0.02,nature_break,5_min_meditation,drink_water,mindfulness_exercise,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4148,overthinking,My mind keeps replaying the same thoughts again and again.,4,4.6,2,6,7,light_humor,0.61,short_walk,mindfulness_exercise,write_journal,call_friend,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4149,angry,I feel frustrated and irritated about what happened.,7,5.2,3,10,3,light_humor,0.31,listen_music,digital_detox,5_min_meditation,stretch_body,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4150,stressed,I have too many things to finish today and I feel overwhelmed.,8,6.5,9,8,7,quotes,-0.27,stretch_body,5_min_meditation,listen_music,drink_tea,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
4151,anxious,I feel nervous about what might happen later today.,1,7.4,1,5,10,quick_exercises,-0.12,write_journal,drink_water,deep_breathing,5_min_meditation,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4152,stressed,I feel pressure from work and my mind won't slow down.,7,8.5,6,4,8,quick_exercises,0.14,listen_music,stretch_body,drink_tea,gratitude_list,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4153,lonely,I miss having meaningful conversations.,5,5.9,5,1,7,suggestions,0.27,mindfulness_exercise,5_min_meditation,stretch_body,drink_water,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4154,lonely,I miss having meaningful conversations.,1,3.8,10,2,6,guided_steps,-0.01,write_journal,positive_affirmation,5_min_meditation,watch_funny_video,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4155,angry,I feel tense and annoyed with everyone today.,5,6.1,9,9,5,suggestions,-0.78,write_journal,mindfulness_exercise,digital_detox,call_friend,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4156,stressed,I have too many things to finish today and I feel overwhelmed.,9,4.8,3,4,4,light_humor,0.91,deep_breathing,listen_music,5_min_meditation,drink_water,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
4157,sad,I feel emotionally drained and down.,8,8.5,2,4,6,suggestions,-0.11,listen_music,gratitude_list,positive_affirmation,drink_water,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
4158,stressed,My deadlines are piling up and I can't relax.,6,4.3,6,5,2,quotes,0.41,watch_funny_video,nature_break,call_friend,gratitude_list,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4159,angry,I feel tense and annoyed with everyone today.,2,7.8,2,7,2,quotes,-0.85,5_min_meditation,deep_breathing,write_journal,short_walk,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4160,sad,Everything feels heavy and I just want to stay quiet.,8,4.9,6,1,6,quick_exercises,-0.45,deep_breathing,digital_detox,drink_tea,watch_funny_video,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4161,anxious,I feel nervous about what might happen later today.,1,5.8,10,9,9,light_humor,0.2,write_journal,mindfulness_exercise,positive_affirmation,listen_music,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4162,anxious,My heart is racing and I can't calm down.,1,5.8,1,10,3,quick_exercises,0.99,short_walk,mindfulness_exercise,call_friend,drink_water,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4163,overthinking,I keep analyzing everything too much.,2,7.6,7,4,4,quotes,-0.87,mindfulness_exercise,drink_tea,short_walk,digital_detox,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4164,anxious,I feel nervous about what might happen later today.,3,7.4,10,8,3,quotes,-0.55,digital_detox,drink_water,gratitude_list,mindfulness_exercise,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4165,burned_out,I feel exhausted and mentally drained.,7,3.8,10,5,7,quotes,-0.37,positive_affirmation,write_journal,nature_break,drink_tea,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4166,burned_out,I feel exhausted and mentally drained.,10,6.5,10,6,9,quick_exercises,0.83,digital_detox,mindfulness_exercise,call_friend,deep_breathing,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4167,anxious,I keep worrying about small things and can't focus.,6,7.0,5,9,3,light_humor,0.72,gratitude_list,deep_breathing,write_journal,nature_break,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4168,angry,I can't stop thinking about something that made me angry.,4,8.2,3,3,3,suggestions,-0.23,positive_affirmation,call_friend,5_min_meditation,listen_music,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4169,overthinking,My brain won't switch off from constant thinking.,1,3.8,10,3,3,quick_exercises,0.05,watch_funny_video,gratitude_list,mindfulness_exercise,write_journal,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4170,sad,I feel emotionally drained and down.,10,3.1,10,5,5,light_humor,0.06,listen_music,drink_water,drink_tea,gratitude_list,I'm so sorry you're feeling this weight today. It's okay to feel sad—you don't have to rush through it. Here are some gentle ways to care for yourself right now.
4171,anxious,My heart is racing and I can't calm down.,3,6.6,1,4,8,suggestions,-0.78,drink_tea,call_friend,drink_water,nature_break,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4172,angry,I feel frustrated and irritated about what happened.,6,4.7,8,8,5,suggestions,0.21,gratitude_list,5_min_meditation,short_walk,watch_funny_video,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4173,burned_out,I can't focus anymore and everything feels tiring.,9,7.0,5,9,3,suggestions,0.93,gratitude_list,digital_detox,write_journal,nature_break,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4174,stressed,I keep thinking about everything I have to do and it's exhausting.,8,8.0,7,8,3,guided_steps,-0.9,drink_tea,short_walk,gratitude_list,nature_break,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4175,stressed,I keep thinking about everything I have to do and it's exhausting.,3,4.1,6,4,4,suggestions,0.98,digital_detox,write_journal,deep_breathing,watch_funny_video,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
4176,angry,I feel tense and annoyed with everyone today.,9,8.6,3,2,4,guided_steps,0.9,short_walk,listen_music,deep_breathing,mindfulness_exercise,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4177,angry,I feel tense and annoyed with everyone today.,1,8.5,4,7,9,light_humor,-0.5,5_min_meditation,listen_music,write_journal,digital_detox,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4178,angry,I'm really upset and it's hard to calm down.,2,3.6,7,5,8,quick_exercises,0.64,listen_music,gratitude_list,call_friend,nature_break,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4179,stressed,I have too many things to finish today and I feel overwhelmed.,4,7.4,6,5,10,quick_exercises,-0.69,drink_tea,gratitude_list,deep_breathing,write_journal,"Your mind is racing, and that's exhausting. You deserve a moment of pure calm. Try these simple tasks to loosen the tension you're holding."
4180,burned_out,I feel completely burned out from work and responsibilities.,10,6.7,4,2,5,quotes,-0.72,mindfulness_exercise,call_friend,drink_tea,write_journal,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4181,overthinking,My mind keeps replaying the same thoughts again and again.,9,3.4,4,5,4,guided_steps,0.09,deep_breathing,digital_detox,drink_tea,nature_break,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4182,anxious,I feel nervous about what might happen later today.,4,6.3,5,8,4,light_humor,0.2,call_friend,positive_affirmation,short_walk,digital_detox,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4183,stressed,I feel pressure from work and my mind won't slow down.,7,5.8,6,10,4,light_humor,-0.75,watch_funny_video,short_walk,positive_affirmation,drink_water,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4184,overthinking,I keep analyzing everything too much.,9,5.1,2,1,1,light_humor,-0.05,listen_music,write_journal,5_min_meditation,short_walk,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
4185,anxious,I feel tense and uneasy for no clear reason.,7,5.9,10,3,2,quotes,-0.36,call_friend,write_journal,mindfulness_exercise,stretch_body,"Your nervous system is working overtime right now. It's safe to slow down. I recommend these small, grounding exercises to help you feel secure."
4186,overthinking,My brain won't switch off from constant thinking.,10,5.7,2,6,3,guided_steps,0.64,drink_water,nature_break,mindfulness_exercise,stretch_body,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4187,overthinking,My mind keeps replaying the same thoughts again and again.,2,8.7,3,4,9,guided_steps,0.47,drink_water,nature_break,mindfulness_exercise,5_min_meditation,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
4188,angry,I'm really upset and it's hard to calm down.,2,7.4,1,10,3,suggestions,-0.65,nature_break,drink_water,listen_music,call_friend,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4189,lonely,I feel isolated even when people are around.,5,6.0,2,5,5,quick_exercises,-0.03,write_journal,5_min_meditation,listen_music,drink_tea,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4190,anxious,My heart is racing and I can't calm down.,5,8.7,1,9,6,light_humor,0.31,nature_break,write_journal,watch_funny_video,5_min_meditation,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4191,anxious,My heart is racing and I can't calm down.,10,8.8,1,7,2,light_humor,-0.69,listen_music,nature_break,gratitude_list,digital_detox,"Your nervous system is working overtime right now. It's safe to slow down. I recommend these small, grounding exercises to help you feel secure."
4192,burned_out,I can't focus anymore and everything feels tiring.,3,6.6,4,10,2,quick_exercises,-0.6,5_min_meditation,gratitude_list,nature_break,digital_detox,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4193,stressed,My deadlines are piling up and I can't relax.,8,4.3,8,7,8,light_humor,-0.02,positive_affirmation,stretch_body,mindfulness_exercise,watch_funny_video,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4194,sad,I can't seem to shake this sadness.,1,8.1,3,9,10,quick_exercises,0.55,deep_breathing,digital_detox,positive_affirmation,drink_water,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4195,burned_out,I feel exhausted and mentally drained.,4,7.6,8,3,9,quotes,0.97,call_friend,positive_affirmation,mindfulness_exercise,write_journal,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4196,anxious,My heart is racing and I can't calm down.,9,6.2,4,9,9,quick_exercises,-0.12,nature_break,drink_tea,drink_water,deep_breathing,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4197,overthinking,My mind keeps replaying the same thoughts again and again.,2,6.9,6,7,8,quick_exercises,-0.96,short_walk,deep_breathing,call_friend,drink_water,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
4198,burned_out,I feel exhausted and mentally drained.,3,4.5,1,5,2,suggestions,-0.25,stretch_body,listen_music,positive_affirmation,short_walk,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4199,anxious,My heart is racing and I can't calm down.,6,3.1,2,3,7,guided_steps,-0.2,stretch_body,drink_tea,short_walk,listen_music,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4200,anxious,My heart is racing and I can't calm down.,5,4.2,9,2,3,light_humor,0.36,stretch_body,gratitude_list,positive_affirmation,nature_break,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4201,lonely,I feel like I don't have anyone to talk to today.,9,6.7,5,2,7,light_humor,0.89,gratitude_list,nature_break,short_walk,digital_detox,"Loneliness can ache so deeply. I hear your longing for connection. Let's gently bridge that gap with some loving, intentional activities today."
4202,sad,I feel really low today and don't have motivation.,1,6.2,6,8,3,light_humor,-0.72,drink_water,short_walk,nature_break,stretch_body,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4203,overthinking,I can't stop thinking about past mistakes.,3,4.6,8,3,2,quotes,-0.88,5_min_meditation,short_walk,gratitude_list,deep_breathing,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4204,angry,I feel tense and annoyed with everyone today.,5,7.4,5,9,4,guided_steps,-0.95,deep_breathing,drink_tea,short_walk,watch_funny_video,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4205,lonely,I wish someone understood how I feel.,5,3.6,5,6,8,quotes,0.02,stretch_body,watch_funny_video,drink_tea,5_min_meditation,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4206,angry,I'm really upset and it's hard to calm down.,9,7.7,1,2,6,quick_exercises,0.67,short_walk,digital_detox,stretch_body,call_friend,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4207,angry,I feel frustrated and irritated about what happened.,1,3.2,5,5,5,quotes,0.68,watch_funny_video,short_walk,write_journal,5_min_meditation,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4208,sad,I can't seem to shake this sadness.,8,5.4,4,7,10,quick_exercises,-0.79,digital_detox,listen_music,gratitude_list,watch_funny_video,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
4209,angry,I feel frustrated and irritated about what happened.,1,8.6,1,9,9,guided_steps,0.12,write_journal,short_walk,call_friend,watch_funny_video,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4210,angry,I'm really upset and it's hard to calm down.,10,8.1,4,7,5,suggestions,0.44,gratitude_list,5_min_meditation,positive_affirmation,drink_water,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4211,stressed,I have too many things to finish today and I feel overwhelmed.,7,4.1,4,6,2,quotes,-0.58,drink_water,drink_tea,gratitude_list,nature_break,"Your mind is racing, and that's exhausting. You deserve a moment of pure calm. Try these simple tasks to loosen the tension you're holding."
4212,stressed,My deadlines are piling up and I can't relax.,9,3.4,5,1,1,quick_exercises,0.85,call_friend,drink_tea,deep_breathing,digital_detox,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4213,lonely,I feel isolated even when people are around.,7,6.8,9,1,4,light_humor,0.84,stretch_body,deep_breathing,drink_water,nature_break,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4214,overthinking,I can't stop thinking about past mistakes.,8,6.6,5,3,7,quotes,0.31,short_walk,call_friend,digital_detox,listen_music,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4215,overthinking,My brain won't switch off from constant thinking.,1,3.1,4,6,7,light_humor,-0.18,stretch_body,call_friend,short_walk,mindfulness_exercise,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
4216,stressed,I have too many things to finish today and I feel overwhelmed.,6,9.0,8,9,9,light_humor,0.84,write_journal,drink_water,call_friend,mindfulness_exercise,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
4217,anxious,I feel tense and uneasy for no clear reason.,10,4.0,9,8,5,guided_steps,0.52,mindfulness_exercise,watch_funny_video,write_journal,deep_breathing,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4218,lonely,I feel like I don't have anyone to talk to today.,4,7.8,9,9,8,quick_exercises,0.16,digital_detox,watch_funny_video,stretch_body,call_friend,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4219,sad,Everything feels heavy and I just want to stay quiet.,5,5.4,6,7,4,quick_exercises,0.5,call_friend,nature_break,positive_affirmation,listen_music,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
4220,angry,I feel frustrated and irritated about what happened.,3,6.2,7,8,2,quick_exercises,0.71,gratitude_list,drink_water,deep_breathing,short_walk,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4221,anxious,I keep worrying about small things and can't focus.,3,7.8,10,1,4,guided_steps,0.08,digital_detox,drink_water,5_min_meditation,write_journal,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4222,lonely,I feel like I don't have anyone to talk to today.,3,6.9,2,10,8,quick_exercises,-0.34,drink_water,mindfulness_exercise,listen_music,deep_breathing,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4223,stressed,I keep thinking about everything I have to do and it's exhausting.,3,5.4,2,6,8,suggestions,-0.78,call_friend,positive_affirmation,digital_detox,gratitude_list,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4224,anxious,I feel nervous about what might happen later today.,3,7.0,10,6,9,quotes,0.25,drink_water,watch_funny_video,drink_tea,call_friend,"Your nervous system is working overtime right now. It's safe to slow down. I recommend these small, grounding exercises to help you feel secure."
4225,angry,I feel frustrated and irritated about what happened.,2,5.0,3,6,5,quick_exercises,0.8,watch_funny_video,mindfulness_exercise,gratitude_list,nature_break,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4226,angry,I can't stop thinking about something that made me angry.,3,6.1,5,4,5,quick_exercises,0.23,short_walk,positive_affirmation,nature_break,drink_tea,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4227,burned_out,I feel completely burned out from work and responsibilities.,2,6.2,3,3,10,guided_steps,0.36,positive_affirmation,call_friend,gratitude_list,listen_music,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4228,sad,I feel really low today and don't have motivation.,9,7.9,2,3,4,quotes,0.51,stretch_body,listen_music,drink_water,positive_affirmation,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
